nohup: ignoring input
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/4 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/4 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/4 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/4 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/5 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/5 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/5 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/5 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/6 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/6 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/6 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/6 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/7 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/7 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/7 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/7 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/8 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/8 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/8 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/8 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/9 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/9 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/9 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.2/9 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/1 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/1 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/1 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/1 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/10 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/10 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/10 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/10 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/11 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/11 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/11 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/11 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/12 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/12 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/12 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/12 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/13 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/13 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/13 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/13 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/14 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/14 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/14 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/14 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/15 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/15 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/15 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/15 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/16 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/16 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/16 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/16 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/17 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/17 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/17 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/17 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/18 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/18 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/18 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/18 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/19 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/19 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/19 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/19 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/2 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/2 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/2 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/2 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/20 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/20 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/20 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/20 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/21 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/21 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/21 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/21 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/22 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/22 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/22 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/22 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/23 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/23 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/23 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/23 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/24 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/24 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/24 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/24 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/25 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/25 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/25 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/25 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/26 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/26 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/26 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/26 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/27 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/27 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/27 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/27 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/28 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/28 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/28 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/28 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/29 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/29 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/29 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/29 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/3 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/3 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/3 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/3 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/30 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/30 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/30 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/30 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/4 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/4 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/4 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/4 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/5 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/5 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/5 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/5 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/6 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/6 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/6 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/6 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/7 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/7 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/7 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/7 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/8 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/8 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/8 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/8 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/9 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/9 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/9 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.25/9 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/1 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/1 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/1 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/1 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/10 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/10 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/10 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/10 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/11 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/11 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/11 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/11 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/12 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/12 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/12 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/12 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/13 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/13 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/13 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/13 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/14 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/14 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/14 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/14 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/15 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/15 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/15 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/15 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/16 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/16 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/16 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/16 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/17 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/17 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/17 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/17 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/18 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/18 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/18 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/18 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/19 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/19 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/19 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/19 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/2 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/2 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/2 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/2 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/20 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/20 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/20 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/20 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/21 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/21 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/21 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/21 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/22 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/22 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/22 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/22 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/23 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/23 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/23 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/23 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/24 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/24 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/24 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/24 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/25 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/25 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/25 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/25 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/26 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/26 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/26 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/26 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/27 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/27 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/27 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/27 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/28 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/28 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/28 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/28 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/29 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/29 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/29 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/29 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/3 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/3 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/3 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/3 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/30 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/30 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/30 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/30 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/4 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/4 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/4 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/4 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/5 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/5 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/5 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/5 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/6 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/6 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/6 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/6 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/7 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/7 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/7 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/7 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/8 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/8 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/8 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/8 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/9 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/9 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/9 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.3/9 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.35/1 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.35/1 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.35/1 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.35/1 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.35/10 201 25 finished
